[2025-03-29 17:17:10,560] werkzeug - WARNING -  * Debugger is active!
[2025-03-29 17:17:10,569] werkzeug - INFO -  * Debugger PIN: 119-195-508
[2025-03-29 17:17:10,595] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_speech_objects.py', reloading
[2025-03-29 17:17:10,596] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_speech_objects.py', reloading
[2025-03-29 17:17:10,598] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tensorflow_text_objects.py', reloading
[2025-03-29 17:17:10,601] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\transformers\\utils\\dummy_tensorflow_text_objects.py', reloading
[2025-03-29 17:17:10,602] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tensorflow_text_objects.py', reloading
[2025-03-29 17:17:10,603] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tf_objects.py', reloading
[2025-03-29 17:17:10,603] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\transformers\\utils\\dummy_tf_objects.py', reloading
[2025-03-29 17:17:10,607] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tf_objects.py', reloading
[2025-03-29 17:17:10,607] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tf_objects.py', reloading
[2025-03-29 17:17:10,609] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_timm_and_torchvision_objects.py', reloading
[2025-03-29 17:17:10,609] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\transformers\\utils\\dummy_timm_and_torchvision_objects.py', reloading
[2025-03-29 17:17:10,613] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_timm_and_torchvision_objects.py', reloading
[2025-03-29 17:17:10,613] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_timm_and_torchvision_objects.py', reloading
[2025-03-29 17:17:10,614] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\~ransformers\\utils\\dummy_tokenizers_objects.py', reloading
[2025-03-29 17:17:10,615] werkzeug - INFO -  * Detected change in 'C:\\Users\\suraj\\Miniconda3\\envs\\audio\\Lib\\site-packages\\transformers\\utils\\dummy_tokenizers_objects.py', reloading
